id_emprestimo,id_cliente,valor,taxa_juros,data_contratacao,status
3917,40,22624,0.014,2022-03-14,quitado
3918,4431,16195,0.04,2023-07-16,inadimplente
3919,4839,22021,0.018,2022-07-06,quitado
3920,4577,17965,0.015,2023-02-15,quitado
3921,3308,30983,0.029,2023-09-28,quitado
3922,497,1615,0.026,2021-04-04,quitado
3923,2660,43995,0.044,2023-04-17,inadimplente
3924,3728,45323,0.035,2021-04-22,ativo
3925,3871,16488,0.012,2021-04-07,ativo
3926,2165,39020,0.042,2024-01-19,inadimplente
3927,3697,22845,0.046,2022-10-20,quitado
3928,2788,8622,0.041,2021-09-10,inadimplente
3929,2302,35952,0.044,2023-04-16,quitado
3930,3595,48537,0.042,2020-08-27,inadimplente
3931,760,23573,0.025,2021-11-29,quitado
3932,1329,32696,0.012,2023-05-02,inadimplente
3933,2949,38992,0.039,2021-09-04,quitado
3934,3388,8691,0.014,2020-04-14,quitado
3935,4720,31976,0.026,2022-07-09,quitado
3936,2376,45145,0.04,2022-05-06,quitado
3937,3780,10821,0.03,2022-07-22,ativo
3938,1364,26388,0.037,2021-03-06,quitado
3939,4153,23141,0.021,2023-10-25,ativo
3940,1665,39008,0.01,2022-11-05,quitado
3941,3115,35630,0.044,2022-05-03,ativo
3942,3555,25835,0.039,2024-02-01,inadimplente
3943,1491,43595,0.039,2022-04-15,ativo
3944,1790,35039,0.015,2022-04-19,inadimplente
3945,3903,3213,0.035,2022-06-25,quitado
3946,3738,29772,0.034,2022-08-17,ativo
3947,1681,38322,0.033,2022-04-12,ativo
3948,3083,15602,0.03,2023-04-21,ativo
3949,3638,5571,0.037,2020-06-23,ativo
3950,3587,16621,0.05,2020-09-09,ativo
3951,4538,40129,0.027,2021-01-18,inadimplente
3952,267,27664,0.032,2023-08-30,ativo
3953,2355,14219,0.017,2021-01-29,inadimplente
3954,1982,4400,0.042,2021-03-17,inadimplente
3955,4829,16059,0.02,2022-02-15,ativo
3956,3287,47423,0.046,2022-02-12,inadimplente
3957,2119,47381,0.019,2020-01-05,quitado
3958,2817,43884,0.015,2021-11-29,quitado
3959,4405,26676,0.023,2020-10-14,inadimplente
3960,2503,6920,0.015,2021-12-04,ativo
3961,3952,47884,0.043,2020-03-08,quitado
3962,2171,17633,0.031,2023-02-12,quitado
3963,2354,35846,0.029,2021-11-28,ativo
3964,874,8631,0.048,2023-07-17,inadimplente
3965,81,17772,0.017,2021-12-17,quitado
3966,1173,35695,0.042,2021-10-25,ativo
3967,3638,27882,0.04,2021-09-11,ativo
3968,2992,22824,0.042,2022-09-09,inadimplente
3969,3476,37087,0.031,2022-07-03,inadimplente
3970,3252,2796,0.037,2020-03-27,ativo
3971,4835,9523,0.017,2021-05-25,ativo
3972,3937,3240,0.046,2020-07-09,inadimplente
3973,2671,37712,0.026,2022-04-29,ativo
3974,4849,38793,0.036,2023-01-10,quitado
3975,4636,35372,0.041,2020-11-22,inadimplente
3976,4072,14302,0.043,2023-12-03,ativo
3977,2062,11322,0.042,2023-03-08,quitado
3978,3349,12382,0.033,2020-08-19,quitado
3979,4731,26709,0.022,2020-08-23,quitado
3980,69,16365,0.018,2021-01-09,inadimplente
3981,4561,34197,0.01,2020-01-10,ativo
3982,2656,6149,0.038,2021-01-01,inadimplente
3983,3995,21461,0.024,2020-06-11,ativo
3984,174,10642,0.037,2024-02-05,inadimplente
3985,30,6391,0.039,2022-09-28,quitado
3986,2438,25023,0.048,2020-05-16,quitado
3987,2257,35722,0.03,2020-10-08,inadimplente
3988,559,4640,0.045,2021-07-05,quitado
3989,3401,9625,0.045,2021-10-16,inadimplente
3990,147,7401,0.024,2022-04-10,inadimplente
3991,4679,30315,0.02,2020-12-15,ativo
3992,1883,48271,0.026,2022-09-12,inadimplente
3993,2799,20159,0.039,2021-01-21,ativo
3994,110,38543,0.049,2022-11-05,quitado
3995,1162,16591,0.038,2021-03-18,quitado
3996,4382,47348,0.036,2022-05-22,ativo
3997,721,18014,0.023,2023-05-02,ativo
3998,1877,9819,0.026,2020-06-03,quitado
3999,4355,23429,0.03,2020-07-23,inadimplente
4000,3771,1456,0.014,2020-03-31,inadimplente
4001,876,38060,0.027,2023-06-01,quitado
4002,1084,2815,0.035,2021-12-18,ativo
4003,4682,9565,0.012,2023-02-25,ativo
4004,4504,48436,0.039,2020-09-15,ativo
4005,1859,47204,0.016,2023-03-03,quitado
4006,31,18606,0.033,2021-02-08,quitado
4007,4797,23312,0.03,2023-04-30,ativo
4008,2816,36096,0.049,2023-07-17,quitado
4009,2644,9184,0.013,2021-03-08,inadimplente
4010,3635,6457,0.021,2020-12-03,ativo
4011,3823,22905,0.043,2022-07-30,quitado
4012,907,21301,0.047,2021-09-04,inadimplente
4013,3832,16612,0.033,2020-11-20,quitado
4014,1068,23664,0.034,2022-11-25,inadimplente
4015,1948,46423,0.013,2021-09-07,inadimplente
4016,4712,31790,0.039,2021-04-27,inadimplente
4017,3558,47417,0.042,2022-09-10,ativo
4018,2113,20468,0.018,2021-09-18,ativo
4019,2807,20942,0.035,2022-08-05,inadimplente
4020,4059,11799,0.034,2022-02-09,quitado
4021,3904,8229,0.024,2022-04-11,inadimplente
4022,2519,15601,0.046,2023-10-17,inadimplente
4023,353,11268,0.035,2023-03-16,ativo
4024,1855,18708,0.047,2023-08-18,ativo
4025,2432,9215,0.022,2023-04-05,quitado
4026,415,42057,0.011,2020-04-12,inadimplente
4027,2352,1621,0.034,2022-05-08,inadimplente
4028,2903,32649,0.019,2022-04-30,ativo
4029,2360,11996,0.026,2023-11-23,inadimplente
4030,1134,9250,0.025,2023-05-01,ativo
4031,271,15471,0.027,2023-05-12,ativo
4032,435,40022,0.04,2024-01-10,quitado
4033,481,7570,0.037,2020-10-30,quitado
4034,1981,8125,0.048,2020-08-20,quitado
4035,1511,12945,0.026,2020-05-14,quitado
4036,4026,22512,0.027,2020-01-27,ativo
4037,539,35190,0.021,2023-06-04,ativo
4038,1782,22624,0.034,2021-07-12,quitado
4039,2509,11720,0.016,2023-01-08,inadimplente
4040,1986,43426,0.04,2023-06-16,quitado
4041,3404,46451,0.029,2022-09-03,ativo
4042,2892,17331,0.045,2020-02-10,ativo
4043,1362,29264,0.041,2020-11-30,inadimplente
4044,2468,31472,0.039,2021-04-28,quitado
4045,2658,1694,0.012,2021-02-19,ativo
4046,4958,37881,0.011,2020-03-18,inadimplente
4047,456,29332,0.022,2022-07-17,quitado
4048,554,43265,0.022,2020-10-25,quitado
4049,4123,33039,0.02,2023-12-16,quitado
4050,2606,18026,0.036,2020-04-17,inadimplente
4051,2328,12536,0.036,2020-09-12,quitado
4052,4037,40235,0.016,2023-12-15,inadimplente
4053,502,49149,0.027,2022-01-14,quitado
4054,4677,15721,0.035,2021-09-18,ativo
4055,4707,27230,0.033,2021-07-21,quitado
4056,1737,49453,0.041,2023-04-23,ativo
4057,2841,12437,0.031,2023-02-16,inadimplente
4058,1823,22913,0.028,2021-05-23,inadimplente
4059,808,15504,0.02,2022-09-12,ativo
4060,2272,23307,0.02,2023-10-23,ativo
4061,414,12848,0.049,2022-05-16,quitado
4062,832,12712,0.016,2022-09-01,quitado
4063,178,42519,0.033,2022-02-05,ativo
4064,3758,11307,0.012,2021-04-16,quitado
4065,368,22246,0.047,2022-03-29,ativo
4066,1029,17288,0.043,2021-10-30,ativo
4067,233,32947,0.038,2022-01-18,quitado
4068,2657,36017,0.044,2020-04-20,inadimplente
4069,2186,42553,0.05,2020-04-17,quitado
4070,1245,10981,0.046,2023-11-08,inadimplente
4071,2451,23340,0.026,2020-05-25,ativo
4072,4864,41674,0.016,2022-02-01,ativo
4073,1079,22020,0.019,2020-03-13,quitado
4074,4235,5939,0.033,2021-05-25,inadimplente
4075,2829,2397,0.024,2021-04-02,inadimplente
4076,2541,41058,0.048,2020-05-20,inadimplente
4077,3854,8213,0.023,2022-10-15,quitado
4078,2933,33517,0.048,2022-03-14,quitado
4079,1890,12382,0.048,2023-07-17,inadimplente
4080,1077,19197,0.026,2020-02-05,quitado
4081,986,49823,0.026,2020-06-01,inadimplente
4082,4395,44065,0.025,2024-01-06,quitado
4083,1946,21705,0.015,2020-01-02,quitado
4084,3571,5794,0.023,2021-08-15,ativo
4085,449,21604,0.034,2023-09-12,quitado
4086,4104,24494,0.037,2022-05-10,inadimplente
4087,3649,31184,0.045,2021-09-18,ativo
4088,1768,46398,0.049,2020-02-19,inadimplente
4089,345,49834,0.041,2020-03-18,ativo
4090,362,6154,0.047,2022-05-05,inadimplente
4091,787,4280,0.039,2023-05-13,ativo
4092,3978,34649,0.031,2023-02-15,ativo
4093,4407,39921,0.018,2021-07-29,quitado
4094,939,26288,0.048,2023-02-10,inadimplente
4095,933,27714,0.049,2022-08-26,inadimplente
4096,4389,49094,0.024,2022-12-16,inadimplente
4097,2894,28555,0.047,2020-04-03,quitado
4098,289,44308,0.034,2021-11-15,quitado
4099,4562,36147,0.04,2022-02-17,quitado
4100,1443,35341,0.011,2022-09-08,ativo
4101,4000,11262,0.043,2024-01-22,inadimplente
4102,4539,8357,0.037,2021-08-17,quitado
4103,1265,42436,0.018,2021-03-07,quitado
4104,3441,19528,0.011,2022-11-22,ativo
4105,236,35961,0.019,2022-03-30,inadimplente
4106,3633,35106,0.04,2023-04-11,inadimplente
4107,4667,25328,0.014,2021-06-06,quitado
4108,2327,40817,0.032,2022-04-23,quitado
4109,651,18053,0.026,2021-06-23,inadimplente
4110,290,29493,0.025,2022-11-20,inadimplente
4111,3424,30454,0.025,2023-02-23,quitado
4112,4026,7617,0.013,2021-09-15,quitado
4113,3532,3977,0.024,2023-05-29,quitado
4114,3295,14580,0.05,2021-05-24,ativo
4115,4127,4199,0.047,2023-09-05,quitado
4116,1717,39572,0.047,2020-02-03,inadimplente
4117,266,9827,0.024,2021-12-09,quitado
4118,2714,15019,0.02,2022-08-19,inadimplente
4119,3907,32595,0.042,2020-02-07,inadimplente
4120,1639,7515,0.025,2023-11-09,inadimplente
4121,3941,8095,0.034,2020-11-25,quitado
4122,883,25325,0.021,2022-09-11,inadimplente
4123,1260,1826,0.044,2020-10-21,quitado
4124,472,10076,0.048,2021-08-17,quitado
4125,2632,2558,0.036,2021-12-01,quitado
4126,4833,3054,0.03,2024-01-14,ativo
4127,4617,39413,0.047,2021-03-03,inadimplente
4128,4064,27310,0.035,2021-04-30,inadimplente
4129,4178,32346,0.015,2022-02-12,ativo
4130,3210,15061,0.011,2021-07-31,ativo
4131,4311,15402,0.041,2020-05-01,ativo
4132,246,39028,0.013,2021-04-02,quitado
4133,1290,41310,0.022,2021-04-07,ativo
4134,4029,46327,0.049,2021-07-23,ativo
4135,3586,38233,0.033,2023-08-11,quitado
4136,2574,18791,0.027,2022-03-04,ativo
4137,4195,41579,0.03,2021-02-02,quitado
4138,818,35201,0.034,2022-02-12,ativo
4139,1191,23074,0.016,2021-11-01,inadimplente
4140,3312,4649,0.01,2020-09-17,ativo
4141,307,9496,0.019,2021-08-10,ativo
4142,3050,26050,0.04,2022-07-13,ativo
4143,1512,24555,0.013,2022-01-25,inadimplente
4144,4620,49272,0.012,2021-06-21,ativo
4145,4232,42224,0.017,2022-11-04,ativo
4146,2760,5551,0.027,2022-06-02,ativo
4147,4443,8520,0.044,2021-03-21,inadimplente
4148,1042,32968,0.031,2021-08-24,quitado
4149,3981,42607,0.035,2023-04-10,inadimplente
4150,3127,13694,0.027,2021-10-30,ativo
4151,3881,26618,0.034,2023-02-03,quitado
4152,2481,20852,0.016,2020-10-23,ativo
4153,2127,46487,0.032,2021-05-29,inadimplente
4154,4459,26748,0.018,2020-05-24,ativo
4155,3781,16381,0.028,2021-09-06,quitado
4156,341,15834,0.048,2020-08-13,inadimplente
4157,259,46577,0.016,2023-10-22,quitado
4158,4811,8981,0.047,2020-09-05,inadimplente
4159,2037,44878,0.033,2020-01-14,quitado
4160,699,2606,0.021,2020-07-08,inadimplente
4161,4652,49782,0.015,2020-07-27,inadimplente
4162,1026,49079,0.023,2022-02-13,inadimplente
4163,4910,10372,0.046,2024-01-27,quitado
4164,3353,37713,0.032,2021-03-08,quitado
4165,520,3966,0.019,2020-06-09,quitado
4166,764,13976,0.04,2022-11-22,ativo
4167,909,37855,0.035,2021-10-01,ativo
4168,2801,6631,0.038,2021-04-19,ativo
4169,2580,42692,0.015,2023-04-17,inadimplente
4170,19,21297,0.022,2020-03-19,inadimplente
4171,2959,28136,0.01,2021-07-16,ativo
4172,3166,30703,0.014,2023-09-14,inadimplente
4173,3759,35509,0.019,2020-02-14,ativo
4174,857,18214,0.042,2021-12-25,quitado
4175,2227,21624,0.029,2020-11-08,quitado
4176,2688,44345,0.049,2023-05-13,quitado
4177,448,30818,0.039,2020-02-25,ativo
4178,1760,30473,0.021,2023-06-20,inadimplente
4179,4757,41202,0.047,2022-12-11,quitado
4180,31,40601,0.048,2021-05-20,inadimplente
4181,873,47400,0.019,2023-06-13,quitado
4182,729,13178,0.043,2022-04-08,quitado
4183,581,1282,0.043,2020-02-04,ativo
4184,1375,28959,0.04,2022-07-12,quitado
4185,1915,5283,0.038,2023-02-13,ativo
4186,2849,33041,0.047,2022-03-23,ativo
4187,718,45921,0.043,2020-06-15,ativo
4188,4374,40489,0.026,2021-11-11,quitado
4189,3335,7201,0.017,2021-04-07,quitado
4190,307,26460,0.047,2020-02-13,ativo
4191,2302,29889,0.022,2022-12-03,quitado
4192,3801,40285,0.022,2023-02-23,quitado
4193,4784,35001,0.034,2022-11-07,quitado
4194,4234,5544,0.029,2023-08-23,ativo
4195,3321,7981,0.011,2020-04-19,quitado
4196,3839,1257,0.04,2022-06-29,quitado
4197,1818,43850,0.029,2023-03-21,quitado
4198,4879,13928,0.042,2020-03-16,quitado
4199,4324,7767,0.014,2020-05-31,quitado
4200,874,38600,0.038,2022-05-16,ativo
4201,300,19221,0.035,2020-12-14,ativo
4202,2196,19783,0.022,2021-12-31,quitado
4203,4849,28713,0.028,2021-04-10,ativo
4204,1912,44619,0.036,2021-09-12,inadimplente
4205,4626,48868,0.026,2023-12-07,quitado
4206,3065,11601,0.019,2020-08-11,quitado
4207,218,14835,0.039,2022-01-07,ativo
4208,11,4630,0.022,2023-11-23,inadimplente
4209,4781,12803,0.025,2022-04-07,quitado
4210,1757,48142,0.025,2020-08-16,inadimplente
4211,3913,43440,0.043,2021-04-27,ativo
4212,3723,15185,0.048,2021-09-13,quitado
4213,1268,18894,0.03,2024-01-09,inadimplente
4214,1248,13850,0.042,2023-02-21,quitado
4215,4310,25649,0.044,2023-09-16,ativo
4216,1257,32402,0.036,2022-03-05,inadimplente
4217,3713,44501,0.014,2023-12-07,ativo
4218,1978,18922,0.033,2020-09-11,quitado
4219,4989,26592,0.028,2020-03-09,quitado
4220,49,24939,0.025,2023-08-05,ativo
4221,3914,16007,0.043,2022-08-05,inadimplente
4222,1027,8762,0.045,2020-09-05,quitado
4223,1117,23216,0.011,2023-11-29,inadimplente
4224,4566,41131,0.018,2022-01-29,quitado
4225,3221,20808,0.026,2023-04-28,inadimplente
4226,4883,30350,0.011,2021-08-29,inadimplente
4227,2685,24633,0.029,2021-04-17,inadimplente
4228,1945,17419,0.036,2022-08-31,inadimplente
4229,812,48467,0.032,2022-03-20,quitado
4230,4778,10890,0.024,2020-09-15,inadimplente
4231,449,22578,0.011,2020-12-21,quitado
4232,440,1464,0.012,2020-06-13,ativo
4233,454,6450,0.043,2022-05-18,ativo
4234,3402,5614,0.044,2022-07-30,ativo
4235,4603,17903,0.042,2023-06-30,inadimplente
4236,4213,6367,0.016,2020-06-28,ativo
4237,10,4072,0.037,2023-02-12,inadimplente
4238,1147,43935,0.041,2022-12-23,quitado
4239,3076,38549,0.035,2023-10-25,inadimplente
4240,4594,27534,0.029,2021-02-06,inadimplente
4241,1787,5821,0.012,2023-09-24,quitado
4242,4336,9183,0.03,2022-08-12,inadimplente
4243,2008,42165,0.05,2022-01-13,quitado
4244,3433,5601,0.034,2020-09-15,ativo
4245,4345,36844,0.015,2020-10-13,ativo
4246,3365,14980,0.04,2022-12-13,inadimplente
4247,3258,19836,0.015,2022-02-26,ativo
4248,1830,2904,0.016,2022-04-26,quitado
4249,954,46238,0.035,2023-05-29,ativo
4250,3470,34209,0.018,2023-07-05,inadimplente
4251,4842,5333,0.027,2022-08-05,quitado
4252,2244,1979,0.043,2020-10-28,ativo
4253,4731,44674,0.013,2023-03-16,inadimplente
4254,1869,44161,0.017,2021-12-04,ativo
4255,4372,10776,0.045,2023-07-24,quitado
4256,3721,7664,0.017,2023-05-18,ativo
4257,3778,39218,0.02,2023-07-03,inadimplente
4258,2629,11840,0.047,2021-10-03,ativo
4259,3396,17859,0.02,2023-11-01,inadimplente
4260,2281,17273,0.042,2023-07-13,quitado
4261,4442,29508,0.03,2020-08-25,ativo
4262,2533,15585,0.019,2022-05-22,quitado
4263,200,40649,0.038,2020-02-20,quitado
4264,4604,33747,0.029,2021-11-14,quitado
4265,2849,39917,0.037,2023-11-22,ativo
4266,3184,46783,0.046,2022-09-13,inadimplente
4267,3924,40960,0.012,2021-12-30,inadimplente
4268,803,46095,0.016,2023-12-31,inadimplente
4269,2183,26570,0.048,2022-08-16,ativo
4270,953,28030,0.017,2024-01-23,quitado
4271,3239,48503,0.011,2020-10-25,ativo
4272,2655,34339,0.022,2023-01-01,ativo
4273,1436,41795,0.023,2023-09-09,inadimplente
4274,4829,38209,0.048,2022-08-17,ativo
4275,3731,38437,0.018,2022-01-05,quitado
4276,4743,21699,0.041,2020-05-18,inadimplente
4277,1197,17702,0.039,2021-07-05,inadimplente
4278,700,5816,0.013,2023-10-15,ativo
4279,3208,30887,0.01,2023-12-26,inadimplente
4280,3488,10726,0.048,2022-03-15,inadimplente
4281,3794,29251,0.014,2020-11-24,quitado
4282,4552,20114,0.039,2020-11-24,ativo
4283,1704,3007,0.042,2023-01-17,ativo
4284,2962,27078,0.048,2020-03-06,inadimplente
4285,4163,46837,0.016,2020-12-06,inadimplente
4286,2071,42778,0.032,2022-11-13,quitado
4287,1829,12225,0.042,2020-03-21,quitado
4288,4274,35390,0.018,2020-12-17,inadimplente
4289,3616,16042,0.039,2021-12-24,quitado
4290,4463,23867,0.016,2020-01-06,quitado
4291,1096,1431,0.013,2022-07-08,ativo
4292,4509,20328,0.016,2022-08-20,quitado
4293,569,29629,0.037,2020-11-24,quitado
4294,3522,14719,0.035,2021-10-30,ativo
4295,1287,41940,0.039,2021-11-01,quitado
4296,2720,6988,0.037,2020-02-09,ativo
4297,2978,6292,0.011,2020-08-23,inadimplente
4298,2487,46130,0.032,2021-06-08,inadimplente
4299,1056,9442,0.027,2020-12-20,ativo
4300,391,1843,0.018,2020-01-22,quitado
4301,1103,9454,0.02,2020-03-19,ativo
4302,4334,16133,0.01,2021-01-24,inadimplente
4303,2226,45748,0.016,2023-08-03,quitado
4304,1618,30943,0.023,2021-02-23,inadimplente
4305,940,29491,0.041,2020-10-16,inadimplente
4306,247,40724,0.014,2022-05-01,inadimplente
4307,3248,15490,0.015,2022-05-23,inadimplente
4308,3159,37579,0.029,2023-10-16,quitado
4309,76,17300,0.018,2020-01-03,quitado
4310,3063,19248,0.046,2020-05-11,ativo
4311,3192,7526,0.027,2021-06-24,inadimplente
4312,3804,1280,0.011,2023-01-24,quitado
4313,2377,49128,0.023,2020-02-26,ativo
4314,2697,48767,0.036,2022-09-30,quitado
4315,2453,10352,0.033,2022-04-25,inadimplente
4316,1393,34798,0.01,2020-09-22,quitado
4317,786,8799,0.024,2021-10-12,ativo
4318,4996,27735,0.035,2023-12-15,quitado
4319,809,48894,0.039,2021-02-03,ativo
4320,2703,11644,0.038,2022-02-01,ativo
4321,2004,46633,0.017,2023-09-15,inadimplente
4322,394,22258,0.03,2023-01-27,ativo
4323,3736,43462,0.028,2021-09-14,ativo
4324,2866,18761,0.04,2023-12-03,inadimplente
4325,2508,33567,0.05,2020-12-23,quitado
4326,1626,40047,0.025,2020-08-06,ativo
4327,949,22601,0.041,2021-10-26,quitado
4328,4150,45946,0.027,2021-01-06,quitado
4329,3649,47145,0.032,2023-01-07,ativo
4330,3293,3646,0.019,2022-06-30,quitado
4331,4355,39506,0.011,2021-05-02,ativo
4332,2087,24510,0.042,2022-12-28,inadimplente
4333,58,47314,0.04,2022-08-22,ativo
4334,4453,29296,0.013,2021-09-25,ativo
4335,1459,40921,0.05,2021-03-26,quitado
4336,2691,46359,0.041,2023-09-15,inadimplente
4337,2986,40076,0.045,2020-04-02,quitado
4338,2889,37931,0.026,2021-10-19,quitado
4339,4063,40294,0.034,2020-06-29,ativo
4340,1544,30439,0.05,2023-01-27,ativo
4341,151,47441,0.022,2021-11-09,quitado
4342,3373,10358,0.028,2021-05-27,quitado
4343,853,6751,0.05,2020-01-02,inadimplente
4344,4670,24373,0.049,2023-03-14,quitado
4345,320,8145,0.045,2023-09-12,ativo
4346,1488,8620,0.041,2021-02-16,quitado
4347,4274,40001,0.041,2020-05-04,ativo
4348,4211,13829,0.021,2022-06-05,inadimplente
4349,577,9513,0.037,2023-07-25,inadimplente
4350,4229,39450,0.035,2021-04-10,ativo
4351,4062,19400,0.026,2020-08-04,inadimplente
4352,958,17149,0.039,2023-03-17,inadimplente
4353,3926,38834,0.045,2023-05-02,ativo
4354,3822,7889,0.035,2021-11-03,inadimplente
4355,3228,4187,0.046,2021-03-27,ativo
4356,4267,45352,0.029,2023-01-12,inadimplente
4357,2890,10537,0.031,2023-08-09,inadimplente
4358,4196,26989,0.031,2020-08-02,inadimplente
4359,2116,16391,0.049,2022-08-15,quitado
4360,1989,4352,0.038,2023-03-10,ativo
4361,34,31819,0.019,2023-04-17,quitado
4362,4771,41089,0.044,2024-01-30,inadimplente
4363,2435,19133,0.023,2023-11-01,inadimplente
4364,2070,21296,0.021,2020-03-29,quitado
4365,3302,39111,0.046,2020-12-14,inadimplente
4366,3491,9876,0.025,2021-12-04,quitado
4367,1903,20511,0.041,2021-12-27,inadimplente
4368,894,46178,0.026,2021-06-14,ativo
4369,2793,38993,0.036,2022-11-21,ativo
4370,4225,22586,0.048,2023-07-28,inadimplente
4371,4651,49547,0.012,2023-05-26,inadimplente
4372,4689,29127,0.025,2021-10-05,quitado
4373,4157,15612,0.047,2022-10-14,quitado
4374,3414,44646,0.049,2023-02-04,ativo
4375,3100,32257,0.031,2021-03-22,quitado
4376,320,33034,0.044,2023-11-21,ativo
4377,466,30023,0.036,2020-07-19,inadimplente
4378,3818,31519,0.048,2020-07-11,inadimplente
4379,1584,21729,0.036,2023-08-07,inadimplente
4380,22,33239,0.03,2021-03-22,quitado
4381,4784,11270,0.016,2021-02-08,inadimplente
4382,4105,22072,0.021,2021-04-28,ativo
4383,3349,39118,0.034,2021-11-27,ativo
4384,4542,22825,0.037,2020-03-29,inadimplente
4385,1535,15693,0.013,2020-10-10,inadimplente
4386,3217,21647,0.018,2022-07-28,ativo
4387,2569,46505,0.037,2021-11-08,ativo
4388,2333,41833,0.028,2021-06-21,inadimplente
4389,440,13345,0.016,2020-09-19,ativo
4390,2195,32593,0.029,2021-08-21,quitado
4391,2702,3187,0.033,2023-12-25,quitado
4392,2572,25126,0.024,2022-07-13,ativo
4393,1219,3408,0.012,2020-08-20,quitado
4394,2061,5826,0.018,2021-09-25,quitado
4395,2953,37936,0.021,2022-08-20,quitado
4396,911,11493,0.014,2023-02-28,ativo
4397,4892,7110,0.048,2020-10-29,quitado
4398,117,28425,0.023,2022-06-15,inadimplente
4399,3320,7774,0.046,2020-12-11,ativo
4400,4433,43539,0.019,2023-12-25,inadimplente
4401,217,24899,0.025,2021-08-03,quitado
4402,4567,46545,0.024,2023-10-06,ativo
4403,2103,25312,0.025,2021-11-27,inadimplente
4404,2728,4345,0.015,2022-04-15,ativo
4405,2727,29095,0.01,2022-10-17,quitado
4406,4415,40696,0.042,2021-09-30,ativo
4407,1902,43347,0.015,2022-04-19,ativo
4408,4724,48393,0.034,2021-06-22,inadimplente
4409,3368,3317,0.011,2020-12-30,inadimplente
4410,2001,27234,0.033,2024-01-16,inadimplente
4411,1165,28793,0.046,2023-02-26,ativo
4412,1506,45934,0.017,2020-05-07,inadimplente
4413,3639,25544,0.048,2023-10-17,ativo
4414,3281,7827,0.028,2023-05-25,ativo
4415,3537,43160,0.048,2022-08-04,ativo
4416,550,23332,0.037,2020-12-19,ativo
4417,458,14579,0.033,2021-03-03,quitado
4418,2535,41081,0.011,2022-06-12,inadimplente
4419,3897,11721,0.046,2022-02-22,ativo
4420,606,37125,0.036,2023-11-05,ativo
4421,1895,39546,0.039,2020-05-28,inadimplente
4422,4885,11325,0.033,2022-02-12,inadimplente
4423,4993,10614,0.014,2021-11-21,ativo
4424,204,32482,0.013,2020-12-20,quitado
4425,346,4647,0.046,2020-09-14,ativo
4426,4186,16281,0.036,2022-06-29,inadimplente
4427,2292,12916,0.028,2020-04-20,quitado
4428,2344,41661,0.032,2022-10-02,inadimplente
4429,4436,36091,0.046,2020-12-07,inadimplente
4430,1191,5072,0.026,2020-11-04,ativo
4431,4248,46462,0.04,2020-02-22,ativo
4432,1372,28616,0.049,2023-02-07,ativo
4433,2385,17953,0.027,2022-05-08,quitado
4434,4123,38984,0.023,2021-07-08,quitado
4435,3346,1861,0.044,2022-05-03,inadimplente
4436,160,43384,0.027,2021-06-27,quitado
4437,1275,46532,0.035,2021-12-02,ativo
4438,2964,31214,0.019,2023-01-31,quitado
4439,2053,31754,0.03,2023-01-03,quitado
4440,116,29935,0.01,2023-11-28,inadimplente
4441,4965,18864,0.027,2022-09-07,quitado
4442,3754,4464,0.05,2020-06-25,ativo
4443,4211,33776,0.034,2020-11-09,inadimplente
4444,2510,11162,0.026,2020-05-05,inadimplente
4445,1117,34596,0.042,2020-10-27,quitado
4446,584,47363,0.036,2022-02-12,quitado
4447,980,29675,0.011,2021-11-30,ativo
4448,4037,5884,0.036,2022-05-18,ativo
4449,2742,26375,0.039,2022-03-25,inadimplente
4450,4222,1693,0.042,2020-06-01,inadimplente
4451,3289,25772,0.022,2022-08-24,inadimplente
4452,3013,42679,0.013,2022-08-12,inadimplente
4453,4291,13511,0.046,2020-12-22,quitado
4454,1094,37480,0.037,2021-05-02,quitado
4455,2213,6452,0.044,2020-02-06,ativo
4456,4726,40579,0.013,2023-06-17,inadimplente
4457,2144,37448,0.011,2022-06-20,ativo
4458,971,31885,0.01,2022-11-19,inadimplente
4459,3280,32843,0.045,2020-07-29,quitado
4460,1398,3582,0.029,2023-08-21,ativo
4461,450,31886,0.043,2020-04-29,quitado
4462,1853,15741,0.027,2023-01-27,inadimplente
4463,3056,48972,0.028,2022-02-15,quitado
4464,1243,43474,0.046,2022-04-24,ativo
4465,440,22464,0.049,2020-07-06,ativo
4466,4675,1033,0.012,2022-08-18,ativo
4467,870,33529,0.032,2022-01-11,ativo
4468,1447,1774,0.025,2020-10-31,quitado
4469,2368,38050,0.029,2023-11-06,inadimplente
4470,1882,47093,0.037,2020-12-25,ativo
4471,671,1783,0.05,2020-12-18,inadimplente
4472,3856,24886,0.046,2023-05-20,quitado
4473,2204,43494,0.028,2023-11-19,inadimplente
4474,2735,42943,0.019,2023-05-12,quitado
4475,2633,39994,0.045,2022-07-13,inadimplente
4476,2534,17672,0.043,2020-12-08,quitado
4477,1240,26138,0.037,2023-10-25,inadimplente
4478,2113,44840,0.036,2020-04-25,quitado
4479,684,27506,0.021,2021-12-16,inadimplente
4480,1731,29888,0.022,2023-10-24,quitado
4481,762,13298,0.02,2023-06-08,ativo
4482,3639,28770,0.042,2022-03-20,inadimplente
4483,4698,46005,0.034,2022-02-15,inadimplente
4484,944,49728,0.037,2022-02-10,ativo
4485,4344,21986,0.024,2020-06-30,quitado
4486,2468,40237,0.036,2022-01-13,inadimplente
4487,2444,41329,0.039,2022-11-23,inadimplente
